"","subject","sessionIndex","rep","H.period","DD.period.t","UD.period.t","H.t","DD.t.i","UD.t.i","H.i","DD.i.e","UD.i.e","H.e","DD.e.five","UD.e.five","H.five","DD.five.Shift.r","UD.five.Shift.r","H.Shift.r","DD.Shift.r.o","UD.Shift.r.o","H.o","DD.o.a","UD.o.a","H.a","DD.a.n","UD.a.n","H.n","DD.n.l","UD.n.l","H.l","DD.l.Return","UD.l.Return","H.Return"
"16363","s047",8,13,0.0958,0.1859,0.0901,0.09,0.1641,0.0741,0.081,0.1203,0.0393,0.0797,0.8574,0.7777,0.0689,0.7341,0.6652,0.0861,0.2673,0.1812,0.1271,0.8152,0.6881,0.0791,0.1451,0.066,0.0913,0.1775,0.0862,0.1013,0.2178,0.1165,0.0876
"16365","s047",8,15,0.0805,0.1535,0.073,0.1153,0.2432,0.1279,0.1103,0.3036,0.1933,0.0797,0.6351,0.5554,0.0923,0.3355,0.2432,0.0987,0.1929,0.0942,0.1395,0.1515,0.012,0.0918,0.2047,0.1129,0.1182,0.2311,0.1129,0.0963,0.2091,0.1128,0.0952
"16366","s047",8,16,0.0815,0.4066,0.3251,0.0781,0.22,0.1419,0.0752,0.1401,0.0649,0.0847,0.5567,0.472,0.0876,0.3268,0.2392,0.0987,0.2227,0.124,0.1488,0.1523,0.0035,0.09,0.4432,0.3532,0.0981,0.5622,0.4641,0.0995,0.2355,0.136,0.077
"16367","s047",8,17,0.1018,0.145,0.0432,0.1016,0.2335,0.1319,0.0828,0.2007,0.1179,0.0878,0.6247,0.5369,0.0915,0.364,0.2725,0.1066,0.638,0.5314,0.0789,0.1499,0.071,0.0707,0.1161,0.0454,0.1356,0.1752,0.0396,0.1084,0.2304,0.122,0.0718
"16368","s047",8,18,0.0907,0.1365,0.0458,0.1013,0.2166,0.1153,0.1034,0.1517,0.0483,0.0791,0.6403,0.5612,0.0947,0.3643,0.2696,0.1132,1.0924,0.9792,0.0319,0.1335,0.1016,0.0826,0.1636,0.081,0.1364,0.1567,0.0203,0.1229,0.2528,0.1299,0.0269
"16369","s047",8,19,0.0686,0.1295,0.0609,0.0857,0.177,0.0913,0.067,0.1111,0.0441,0.076,0.5224,0.4464,0.0678,0.3369,0.2691,0.0971,1.1026,1.0055,0.0707,0.1349,0.0642,0.0747,0.1003,0.0256,0.1158,0.1503,0.0345,0.1002,0.2491,0.1489,0.067
"16370","s047",8,20,0.072,0.1057,0.0337,0.0876,0.2018,0.1142,0.0757,0.1364,0.0607,0.0578,0.7714,0.7136,0.0799,0.3136,0.2337,0.1053,0.2082,0.1029,0.1037,0.6528,0.5491,0.0604,0.1182,0.0578,0.1113,0.1619,0.0506,0.0968,0.2109,0.1141,0.071
"16372","s047",8,22,0.095,0.1946,0.0996,0.0755,0.2533,0.1778,0.081,0.1372,0.0562,0.081,0.7323,0.6513,0.0683,0.2931,0.2248,0.1092,0.5842,0.475,0.0594,0.1233,0.0639,0.0704,0.1185,0.0481,0.1436,0.1282,-0.0154,0.1088,1.1163,1.0075,0.0818
"16373","s047",8,23,0.0628,0.1128,0.05,0.0971,0.1987,0.1016,0.0399,0.0066,-0.0333,0.0895,0.8919,0.8024,0.0791,0.2733,0.1942,0.1018,0.5878,0.486,0.0591,0.1328,0.0737,0.0504,0.1016,0.0512,0.1118,0.1358,0.024,0.1303,0.2394,0.1091,0.0987
"16374","s047",8,24,0.11,0.2935,0.1835,0.0897,0.4972,0.4075,0.076,0.1417,0.0657,0.0747,0.5538,0.4791,0.0873,0.4284,0.3411,0.0939,0.7363,0.6424,0.0776,0.1402,0.0626,0.0657,0.0782,0.0125,0.1478,0.1253,-0.0225,0.1306,0.2368,0.1062,0.0981
"16375","s047",8,25,0.0921,0.1384,0.0463,0.0892,0.7422,0.653,0.0401,0.1158,0.0757,0.0625,0.6695,0.607,0.0931,0.5043,0.4112,0.1105,0.5934,0.4829,0.0794,0.1264,0.047,0.0707,0.0974,0.0267,0.1019,0.0752,-0.0267,0.1216,0.2423,0.1207,0.1303
"16377","s047",8,27,0.0565,0.1369,0.0804,0.0963,0.7416,0.6453,0.0646,0.124,0.0594,0.0947,0.5947,0.5,0.0831,0.3862,0.3031,0.1016,0.4822,0.3806,0.0417,0.108,0.0663,0.0789,0.0893,0.0104,0.1469,0.1242,-0.0227,0.1192,0.2106,0.0914,0.114
"16378","s047",8,28,0.0984,0.1434,0.045,0.0892,0.2353,0.1461,0.0739,0.114,0.0401,0.0726,0.6485,0.5759,0.0768,0.334,0.2572,0.0968,0.4557,0.3589,0.0599,0.1294,0.0695,0.0441,0.0908,0.0467,0.1454,0.1263,-0.0191,0.1185,0.2089,0.0904,0.0968
"16379","s047",8,29,0.1,0.15,0.05,0.0823,0.1807,0.0984,0.0704,0.0902,0.0198,0.0681,0.5496,0.4815,0.0918,0.4047,0.3129,0.1053,0.6114,0.5061,0.0889,0.1407,0.0518,0.0591,0.0876,0.0285,0.1316,0.1329,0.0013,0.1311,0.217,0.0859,0.1063
"16380","s047",8,30,0.0944,0.1558,0.0614,0.091,0.6245,0.5335,0.061,0.1061,0.0451,0.0863,0.6195,0.5332,0.0802,0.4378,0.3576,0.0969,0.42,0.3231,0.0944,0.1388,0.0444,0.091,0.1027,0.0117,0.143,0.1216,-0.0214,0.1446,0.313,0.1684,0.1279
"16381","s047",8,31,0.0755,0.1548,0.0793,0.1163,0.678,0.5617,0.0873,0.0887,0.0014,0.0847,0.5182,0.4335,0.0844,0.36,0.2756,0.0952,0.4816,0.3864,0.0633,0.1264,0.0631,0.0522,0.067,0.0148,0.143,0.1026,-0.0404,0.1232,0.2067,0.0835,0.1029
"16382","s047",8,32,0.0673,0.0696,0.0023,0.0675,0.4953,0.4278,0.077,0.1092,0.0322,0.0617,0.4799,0.4182,0.0813,0.3482,0.2669,0.0997,0.4373,0.3376,0.0757,0.1354,0.0597,0.0451,0.0489,0.0038,0.1314,0.0949,-0.0365,0.1196,0.2216,0.102,0.0992
"16383","s047",8,33,0.0757,0.1558,0.0801,0.048,0.5108,0.4628,0.0683,0.1034,0.0351,0.0668,0.4856,0.4188,0.1016,0.3414,0.2398,0.1013,0.3669,0.2656,0.0736,0.1096,0.036,0.0504,0.0784,0.028,0.1343,0.1073,-0.027,0.1185,0.1672,0.0487,0.1108
"16384","s047",8,34,0.0797,0.1798,0.1001,0.0736,0.2825,0.2089,0.0786,0.1024,0.0238,0.0784,0.5623,0.4839,0.0797,0.3453,0.2656,0.0877,0.3725,0.2848,0.0794,0.1067,0.0273,0.0646,0.0842,0.0196,0.1496,0.1002,-0.0494,0.1243,0.2112,0.0869,0.1016
"16385","s047",8,35,0.0897,0.2191,0.1294,0.0897,0.1797,0.09,0.0979,0.1544,0.0565,0.095,0.5731,0.4781,0.0857,0.4341,0.3484,0.0779,0.5642,0.4863,0.0385,0.124,0.0855,0.072,0.0739,0.0019,0.1586,0.1108,-0.0478,0.158,0.3462,0.1882,0.1237
"16387","s047",8,37,0.1438,0.5,0.3562,0.0828,0.182,0.0992,0.0765,0.1124,0.0359,0.076,0.8257,0.7497,0.0718,0.3145,0.2427,0.0915,0.4784,0.3869,0.0446,0.1064,0.0618,0.0464,0.0844,0.038,0.1272,0.1023,-0.0249,0.1148,0.39,0.2752,0.09
"16388","s047",8,38,0.0625,0.1086,0.0461,0.0631,0.5512,0.4881,0.0559,0.1018,0.0459,0.043,0.4897,0.4467,0.086,0.3682,0.2822,0.0636,0.4073,0.3437,0.086,0.1164,0.0304,0.0668,0.0843,0.0175,0.1511,0.1711,0.02,0.1203,0.3536,0.2333,0.0976
"16390","s047",8,40,0.0831,0.6864,0.6033,0.0884,0.2509,0.1625,0.0752,0.118,0.0428,0.0828,0.4987,0.4159,0.0802,0.3582,0.278,0.0837,0.3936,0.3099,0.0849,0.1137,0.0288,0.0958,0.0945,-0.0013,0.1541,0.8943,0.7402,0.1174,0.2621,0.1447,0.0902
"16391","s047",8,41,0.0963,1.2299,1.1336,0.0907,0.5272,0.4365,0.0826,0.1177,0.0351,0.0905,0.6807,0.5902,0.0802,0.4727,0.3925,0.0879,0.821,0.7331,0.0992,0.1557,0.0565,0.0868,0.1059,0.0191,0.1327,0.7622,0.6295,0.1118,0.2683,0.1565,0.1082
"16392","s047",8,42,0.0818,0.1695,0.0877,0.0773,0.1665,0.0892,0.0686,0.1335,0.0649,0.081,1.8209,1.7399,0.0923,0.3888,0.2965,0.0742,0.537,0.4628,0.1261,0.1745,0.0484,0.1021,0.1488,0.0467,0.1419,0.6245,0.4826,0.1182,0.2695,0.1513,0.0939
"16393","s047",8,43,0.0628,0.1039,0.0411,0.0926,0.2292,0.1366,0.0383,0.0921,0.0538,0.0907,0.655,0.5643,0.0981,0.3392,0.2411,0.0869,0.4005,0.3136,0.0849,0.1077,0.0228,0.0918,0.1496,0.0578,0.148,0.4352,0.2872,0.11,0.3027,0.1927,0.1053
"16394","s047",8,44,0.0683,0.0957,0.0274,0.0997,0.2983,0.1986,0.0897,0.1543,0.0646,0.0892,0.4676,0.3784,0.0881,0.3342,0.2461,0.0889,0.3524,0.2635,0.0839,0.1009,0.017,0.0768,0.1536,0.0768,0.0939,0.2801,0.1862,0.1474,0.3198,0.1724,0.1018
"16395","s047",8,45,0.0849,0.0983,0.0134,0.091,0.234,0.143,0.0491,0.5726,0.5235,0.0876,0.5857,0.4981,0.1089,0.3804,0.2715,0.0763,0.4558,0.3795,0.0889,0.1502,0.0613,0.0952,0.1237,0.0285,0.1176,0.2181,0.1005,0.1155,0.2665,0.151,0.0836
"16396","s047",8,46,0.0425,0.472,0.4295,0.0755,0.7543,0.6788,0.0918,0.0907,-0.0011,0.0895,0.5352,0.4457,0.0907,0.3759,0.2852,0.0879,0.4123,0.3244,0.0768,0.112,0.0352,0.1071,0.1167,0.0096,0.1171,0.2706,0.1535,0.1469,0.3106,0.1637,0.0942
"16397","s047",8,47,0.0728,0.1094,0.0366,0.0694,0.6032,0.5338,0.0787,0.0776,-0.0011,0.09,0.5032,0.4132,0.0823,0.3715,0.2892,0.0647,0.3677,0.303,0.0934,0.1096,0.0162,0.0947,0.1272,0.0325,0.1134,0.2579,0.1445,0.1227,0.2985,0.1758,0.1005
"16398","s047",8,48,0.0894,0.1605,0.0711,0.0802,0.3511,0.2709,0.0865,0.1846,0.0981,0.1066,0.5354,0.4288,0.0902,0.3867,0.2965,0.0567,0.3822,0.3255,0.0828,0.1185,0.0357,0.0892,0.1307,0.0415,0.1269,0.2643,0.1374,0.1419,0.3259,0.184,0.0755
"16399","s047",8,49,0.0984,0.1432,0.0448,0.0852,0.572,0.4868,0.0805,0.109,0.0285,0.1071,0.5472,0.4401,0.0865,0.3812,0.2947,0.0857,0.2985,0.2128,0.091,0.0927,0.0017,0.0973,0.1477,0.0504,0.1322,0.1475,0.0153,0.1532,0.3221,0.1689,0.0939
"16400","s047",8,50,0.0818,0.1434,0.0616,0.081,0.4937,0.4127,0.0923,0.1039,0.0116,0.0865,0.6775,0.591,0.0815,0.4275,0.346,0.0778,0.269,0.1912,0.072,0.1032,0.0312,0.0992,0.1209,0.0217,0.0997,0.1825,0.0828,0.1287,0.2924,0.1637,0.0739
"16751","s048",8,1,0.0702,0.1595,0.0893,0.0958,0.0583,-0.0375,0.075,0.1033,0.0283,0.0971,0.2232,0.1261,0.0844,0.3508,0.2664,0.0895,0.1354,0.0459,0.0744,0.1299,0.0555,0.0939,0.0926,-0.0013,0.0855,0.1158,0.0303,0.0733,0.184,0.1107,0.082
"16752","s048",8,2,0.0599,0.1854,0.1255,0.0694,0.0705,0.0011,0.0475,0.0868,0.0393,0.1074,0.2569,0.1495,0.0844,0.3659,0.2815,0.0799,0.1588,0.0789,0.0818,0.1476,0.0658,0.0929,0.0874,-0.0055,0.0902,0.1403,0.0501,0.0849,0.1842,0.0993,0.0818
"16755","s048",8,5,0.1029,0.2339,0.131,0.0752,0.0913,0.0161,0.0617,0.095,0.0333,0.1071,0.2611,0.154,0.0778,0.3714,0.2936,0.0826,0.1831,0.1005,0.0768,0.1138,0.037,0.0834,0.1119,0.0285,0.0907,0.144,0.0533,0.0852,0.189,0.1038,0.0923
"16756","s048",8,6,0.024,0.333,0.309,0.0765,0.09,0.0135,0.0475,0.091,0.0435,0.0989,0.2057,0.1068,0.0834,0.4145,0.3311,0.0797,0.1497,0.07,0.0784,0.1133,0.0349,0.0921,0.1164,0.0243,0.0971,0.1301,0.033,0.0855,0.1906,0.1051,0.0921
"16757","s048",8,7,0.1084,0.2141,0.1057,0.0718,0.0704,-0.0014,0.0703,0.1131,0.0428,0.1163,0.2368,0.1205,0.0791,0.3546,0.2755,0.0939,0.1549,0.061,0.0794,0.1449,0.0655,0.0926,0.1122,0.0196,0.0939,0.1403,0.0464,0.0847,0.1816,0.0969,0.0923
"16758","s048",8,8,0.1042,0.1917,0.0875,0.0879,0.0744,-0.0135,0.0605,0.1238,0.0633,0.1198,0.3126,0.1928,0.0673,0.3725,0.3052,0.0987,0.1979,0.0992,0.0855,0.1267,0.0412,0.0852,0.1045,0.0193,0.0857,0.1224,0.0367,0.09,0.4203,0.3303,0.0496
"16759","s048",8,9,0.0704,0.2599,0.1895,0.0778,0.0842,0.0064,0.0699,0.1098,0.0399,0.1018,0.2252,0.1234,0.0802,0.4711,0.3909,0.1002,0.2258,0.1256,0.0776,0.1162,0.0386,0.0836,0.1103,0.0267,0.0815,0.13,0.0485,0.0944,0.1995,0.1051,0.1013
"16762","s048",8,12,0.101,0.1587,0.0577,0.0773,0.0876,0.0103,0.0591,0.1042,0.0451,0.1245,0.2331,0.1086,0.0781,0.3696,0.2915,0.0936,0.1683,0.0747,0.0902,0.1557,0.0655,0.0834,0.1196,0.0362,0.0757,0.1055,0.0298,0.0926,0.1798,0.0872,0.1092
"16764","s048",8,14,0.0947,0.2204,0.1257,0.066,0.0795,0.0135,0.0633,0.0918,0.0285,0.1092,0.3022,0.193,0.0892,0.3636,0.2744,0.0578,0.1452,0.0874,0.0781,0.1536,0.0755,0.0665,0.0887,0.0222,0.0847,0.1301,0.0454,0.0868,0.1861,0.0993,0.0915
"16765","s048",8,15,0.091,0.15,0.059,0.0707,0.0773,0.0066,0.0559,0.0926,0.0367,0.1161,0.2545,0.1384,0.0815,0.3883,0.3068,0.0871,0.1913,0.1042,0.0844,0.1401,0.0557,0.0852,0.1174,0.0322,0.0873,0.1332,0.0459,0.0947,0.1903,0.0956,0.0997
"16767","s048",8,17,0.0881,0.1661,0.078,0.0757,0.0937,0.018,0.0507,0.0898,0.0391,0.1263,0.2766,0.1503,0.072,0.4186,0.3466,0.0718,0.1541,0.0823,0.0689,0.2125,0.1436,0.0894,0.301,0.2116,0.0686,0.1931,0.1245,0.0892,0.2204,0.1312,0.0966
"16770","s048",8,20,0.0942,0.1767,0.0825,0.0747,0.0715,-0.0032,0.0515,0.1125,0.061,0.1155,0.236,0.1205,0.1029,0.3715,0.2686,0.0865,0.1739,0.0874,0.0921,0.17,0.0779,0.095,0.0813,-0.0137,0.085,0.1335,0.0485,0.0902,0.1995,0.1093,0.1031
"16771","s048",8,21,0.1097,0.1853,0.0756,0.0757,0.0773,0.0016,0.0615,0.0921,0.0306,0.0952,0.3215,0.2263,0.076,0.5383,0.4623,0.0554,0.1731,0.1177,0.0704,0.1404,0.07,0.0815,0.1024,0.0209,0.0881,0.1219,0.0338,0.086,0.1669,0.0809,0.0942
"16775","s048",8,25,0.0805,0.1424,0.0619,0.0726,0.09,0.0174,0.0375,0.0921,0.0546,0.1269,0.2435,0.1166,0.0921,0.3523,0.2602,0.101,0.1773,0.0763,0.0944,0.1662,0.0718,0.0956,0.0829,-0.0127,0.0943,0.1642,0.0699,0.0786,0.1845,0.1059,0.0981
"16776","s048",8,26,0.0942,0.169,0.0748,0.0939,0.0865,-0.0074,0.0602,0.0882,0.028,0.1195,0.2281,0.1086,0.0947,0.7225,0.6278,0.1184,0.2351,0.1167,0.0802,0.1048,0.0246,0.1029,0.1109,0.008,0.0926,0.1635,0.0709,0.082,0.1837,0.1017,0.1005
"16779","s048",8,29,0.0929,0.14,0.0471,0.0842,0.0853,0.0011,0.0718,0.0929,0.0211,0.1258,0.2094,0.0836,0.0976,0.3511,0.2535,0.1053,0.1697,0.0644,0.0762,0.2229,0.1467,0.0871,0.0943,0.0072,0.0739,0.1588,0.0849,0.1002,0.1903,0.0901,0.0905
"16781","s048",8,31,0.0768,0.2307,0.1539,0.0892,0.0961,0.0069,0.0499,0.0958,0.0459,0.1229,0.2168,0.0939,0.0973,0.3564,0.2591,0.1047,0.1688,0.0641,0.0831,0.2116,0.1285,0.0924,0.0768,-0.0156,0.0747,0.1659,0.0912,0.1031,0.2438,0.1407,0.1
"16784","s048",8,34,0.0799,0.198,0.1181,0.0802,0.0887,0.0085,0.0541,0.0924,0.0383,0.1208,0.2558,0.135,0.0981,0.3915,0.2934,0.0926,0.1547,0.0621,0.0958,0.1829,0.0871,0.1058,0.091,-0.0148,0.09,0.1222,0.0322,0.1008,0.4694,0.3686,0.1395
"16785","s048",8,35,0.1084,0.1574,0.049,0.1055,0.1002,-0.0053,0.0844,0.1005,0.0161,0.1134,0.3014,0.188,0.0987,0.4332,0.3345,0.0989,0.163,0.0641,0.0765,0.2111,0.1346,0.1008,0.0868,-0.014,0.1011,0.1314,0.0303,0.0963,0.2586,0.1623,0.0264
"16787","s048",8,37,0.0863,0.1348,0.0485,0.0855,0.0739,-0.0116,0.0736,0.1098,0.0362,0.12,0.2574,0.1374,0.1213,0.4381,0.3168,0.0966,0.1929,0.0963,0.0834,0.363,0.2796,0.0955,0.1454,0.0499,0.0849,0.145,0.0601,0.0894,0.3897,0.3003,0.1047
"16790","s048",8,40,0.0889,0.1395,0.0506,0.076,0.0641,-0.0119,0.0831,0.1005,0.0174,0.1258,0.2194,0.0936,0.101,0.425,0.324,0.1092,0.158,0.0488,0.0857,0.1602,0.0745,0.0973,0.1087,0.0114,0.0976,0.1606,0.063,0.095,0.1848,0.0898,0.0995
"16793","s048",8,43,0.0757,0.1218,0.0461,0.099,0.0831,-0.0159,0.0634,0.0845,0.0211,0.1308,0.2273,0.0965,0.0955,0.4326,0.3371,0.1087,0.2111,0.1024,0.0702,0.1462,0.076,0.0847,0.1024,0.0177,0.0823,0.1482,0.0659,0.0976,0.1824,0.0848,0.1079
"16795","s048",8,45,0.0768,0.1028,0.026,0.0935,0.0921,-0.0014,0.0571,0.0817,0.0246,0.1329,0.337,0.2041,0.0913,0.4186,0.3273,0.0873,0.1398,0.0525,0.0723,0.1505,0.0782,0.0839,0.0765,-0.0074,0.0953,0.1262,0.0309,0.0929,0.1833,0.0904,0.0942
"16796","s048",8,46,0.0831,0.106,0.0229,0.0871,0.0882,0.0011,0.0881,0.0815,-0.0066,0.1525,0.2324,0.0799,0.0931,0.3553,0.2622,0.0842,0.1244,0.0402,0.0652,0.1547,0.0895,0.086,0.0818,-0.0042,0.0981,0.1392,0.0411,0.1016,0.1901,0.0885,0.1018
"16798","s048",8,48,0.0963,0.2157,0.1194,0.0847,0.082,-0.0027,0.0626,0.1146,0.052,0.1227,0.2387,0.116,0.1071,0.3976,0.2905,0.096,0.1348,0.0388,0.0844,0.167,0.0826,0.0847,0.0945,0.0098,0.0868,0.1554,0.0686,0.1271,0.2918,0.1647,0.11
"16799","s048",8,49,0.0736,0.16,0.0864,0.0929,0.1148,0.0219,0.0712,0.2268,0.1556,0.0736,0.2677,0.1941,0.1166,0.3789,0.2623,0.0902,0.1604,0.0702,0.0675,0.153,0.0855,0.0992,0.0979,-0.0013,0.0958,0.1578,0.062,0.1026,0.2009,0.0983,0.0865
"17103","s049",7,3,0.0836,0.3778,0.2942,0.1229,0.1802,0.0573,0.0646,0.1472,0.0826,0.125,0.2558,0.1308,0.0968,0.5083,0.4115,0.1119,0.1942,0.0823,0.0863,0.1914,0.1051,0.1372,0.2293,0.0921,0.0641,0.3436,0.2795,0.0731,0.5274,0.4543,0.0723
"17105","s049",7,5,0.0741,0.3248,0.2507,0.1055,0.163,0.0575,0.0768,0.147,0.0702,0.1116,0.2282,0.1166,0.0907,0.4702,0.3795,0.0979,0.1923,0.0944,0.0881,0.1942,0.1061,0.1208,0.2435,0.1227,0.0765,0.398,0.3215,0.0755,0.4599,0.3844,0.0747
"17106","s049",7,6,0.0747,0.4122,0.3375,0.0968,0.2326,0.1358,0.0781,0.1947,0.1166,0.1002,0.245,0.1448,0.0847,0.4912,0.4065,0.1295,0.2878,0.1583,0.0823,0.2137,0.1314,0.0976,0.254,0.1564,0.0781,0.5673,0.4892,0.0668,0.5124,0.4456,0.0733
"17107","s049",7,7,0.0733,1.8625,1.7892,0.1269,0.518,0.3911,0.0791,0.2545,0.1754,0.1161,0.278,0.1619,0.0826,0.4654,0.3828,0.1185,0.214,0.0955,0.081,0.1977,0.1167,0.1147,0.2218,0.1071,0.0668,0.3176,0.2508,0.0702,0.4554,0.3852,0.0773
"17110","s049",7,10,0.0979,0.3705,0.2726,0.1155,0.1646,0.0491,0.0599,0.1699,0.11,0.1176,0.4712,0.3536,0.1045,0.5497,0.4452,0.1011,0.1842,0.0831,0.081,0.1766,0.0956,0.1229,0.2126,0.0897,0.0744,0.2804,0.206,0.081,0.4451,0.3641,0.0765
"17112","s049",7,12,0.0973,0.6212,0.5239,0.1137,0.1369,0.0232,0.0852,0.1788,0.0936,0.115,0.2492,0.1342,0.1179,0.6175,0.4996,0.1403,4.1523,4.012,0.0934,0.1668,0.0734,0.1511,0.2097,0.0586,0.0583,0.3051,0.2468,0.0831,0.5838,0.5007,0.0894
"17113","s049",7,13,0.0929,0.9715,0.8786,0.1311,0.1688,0.0377,0.0844,0.2279,0.1435,0.1029,1.0293,0.9264,0.0934,0.5882,0.4948,0.1446,0.3007,0.1561,0.0823,0.185,0.1027,0.0971,1.4573,1.3602,0.0784,1.2134,1.135,0.0776,0.9804,0.9028,0.067
"17119","s049",7,19,0.0813,0.326,0.2447,0.1387,0.1952,0.0565,0.0694,0.1733,0.1039,0.1464,0.2888,0.1424,0.1084,0.618,0.5096,0.1295,0.2282,0.0987,0.081,0.1444,0.0634,0.1796,0.2477,0.0681,0.0762,0.4939,0.4177,0.077,0.5236,0.4466,0.0802
"17120","s049",7,20,0.0813,0.3465,0.2652,0.1295,0.1931,0.0636,0.0343,0.1343,0.1,0.1068,0.2698,0.163,0.0955,0.5803,0.4848,0.1295,0.2696,0.1401,0.0897,0.1473,0.0576,0.1543,0.2767,0.1224,0.0694,0.5646,0.4952,0.0868,0.5819,0.4951,0.0797
"17126","s049",7,26,0.0736,0.295,0.2214,0.1332,0.1707,0.0375,0.0691,0.1833,0.1142,0.1161,0.2888,0.1727,0.1008,0.6439,0.5431,0.1504,0.3899,0.2395,0.0778,0.1557,0.0779,0.154,0.2477,0.0937,0.0752,0.3099,0.2347,0.0784,0.6608,0.5824,0.0805
"17127","s049",7,27,0.0905,0.4111,0.3206,0.1322,0.1744,0.0422,0.0778,0.1672,0.0894,0.1232,0.3075,0.1843,0.1068,0.5868,0.48,0.1388,0.3129,0.1741,0.0781,0.1518,0.0737,0.1577,0.2561,0.0984,0.061,0.513,0.452,0.0797,0.4699,0.3902,0.0665
"17130","s049",7,30,0.0855,0.481,0.3955,0.143,0.1665,0.0235,0.0594,0.1625,0.1031,0.1266,0.2708,0.1442,0.1,0.5391,0.4391,0.1245,0.2068,0.0823,0.0815,0.1259,0.0444,0.1743,0.2477,0.0734,0.0863,0.3431,0.2568,0.0728,0.825,0.7522,0.0934
"17132","s049",7,32,0.091,0.4406,0.3496,0.1021,0.1768,0.0747,0.0752,0.3701,0.2949,0.0248,1.4633,1.4385,0.0831,0.6061,0.523,0.1187,0.5177,0.399,0.091,0.1507,0.0597,0.1211,0.2158,0.0947,0.0726,0.3123,0.2397,0.0889,0.7409,0.652,0.0773
"17133","s049",7,33,0.0934,0.3225,0.2291,0.1314,0.1736,0.0422,0.0728,0.2034,0.1306,0.0894,0.2819,0.1925,0.0971,0.5325,0.4354,0.109,0.1897,0.0807,0.0807,0.1409,0.0602,0.1369,0.2324,0.0955,0.0704,0.2679,0.1975,0.082,0.5579,0.4759,0.0739
"17135","s049",7,35,0.0813,0.3729,0.2916,0.1345,0.1849,0.0504,0.0797,0.1857,0.106,0.1232,0.2551,0.1319,0.0963,0.6048,0.5085,0.1195,0.3202,0.2007,0.0865,0.1615,0.075,0.1411,0.2387,0.0976,0.0694,0.326,0.2566,0.0704,0.3691,0.2987,0.0697
"17137","s049",7,37,0.0826,0.3394,0.2568,0.1158,0.1905,0.0747,0.0826,0.2725,0.1899,0.1074,0.2685,0.1611,0.096,0.5605,0.4645,0.1362,0.2412,0.105,0.0731,0.1478,0.0747,0.13,0.2485,0.1185,0.0467,0.2793,0.2326,0.0857,0.4685,0.3828,0.0628
"17140","s049",7,40,0.0868,0.4077,0.3209,0.1171,0.1746,0.0575,0.0731,0.1776,0.1045,0.105,0.2379,0.1329,0.0849,0.6111,0.5262,0.1235,0.233,0.1095,0.0723,0.1526,0.0803,0.1401,0.2678,0.1277,0.0148,0.2366,0.2218,0.0805,0.7083,0.6278,0.077
"17141","s049",7,41,0.0968,1.0073,0.9105,0.1456,0.1762,0.0306,0.0741,0.1633,0.0892,0.1171,0.2476,0.1305,0.1124,0.5607,0.4483,0.1395,0.4209,0.2814,0.0886,0.1873,0.0987,0.1654,0.2522,0.0868,0.0789,0.2561,0.1772,0.081,0.5933,0.5123,0.0747
"17145","s049",7,45,0.0699,0.5229,0.453,0.1205,0.1617,0.0412,0.0528,0.1383,0.0855,0.1308,0.2281,0.0973,0.1008,0.5703,0.4695,0.2095,1.5784,1.3689,0.0852,2.5222,2.437,0.168,0.2234,0.0554,0.0873,0.4531,0.3658,0.0617,0.4624,0.4007,0.0668
"17150","s049",7,50,0.0686,1.1494,1.0808,0.124,0.1533,0.0293,0.062,0.1804,0.1184,0.1221,0.2529,0.1308,0.0992,0.4978,0.3986,0.1262,0.1697,0.0435,0.0773,0.1589,0.0816,0.13,0.1915,0.0615,0.0802,0.3001,0.2199,0.0839,0.4591,0.3752,0.0863
"17154","s049",8,4,0.0744,0.4425,0.3681,0.1187,0.3927,0.274,0.0715,0.2276,0.1561,0.1111,0.3914,0.2803,0.086,0.5721,0.4861,0.1053,0.1881,0.0828,0.0776,0.2101,0.1325,0.1316,0.2087,0.0771,0.0675,0.2761,0.2086,0.0752,0.6049,0.5297,0.071
"17155","s049",8,5,0.0599,0.3378,0.2779,0.1013,0.1749,0.0736,0.061,0.1779,0.1169,0.1211,0.2891,0.168,0.1216,0.9469,0.8253,0.0997,0.2282,0.1285,0.0828,0.1699,0.0871,0.1263,0.2224,0.0961,0.0533,0.2901,0.2368,0.076,0.559,0.483,0.0668
"17159","s049",8,9,0.0625,0.3602,0.2977,0.1187,0.2329,0.1142,0.0338,0.1304,0.0966,0.1216,0.2511,0.1295,0.1171,0.5581,0.441,0.1045,0.1689,0.0644,0.0791,0.1699,0.0908,0.1525,0.2048,0.0523,0.0786,0.2856,0.207,0.0871,0.9029,0.8158,0.0776
"17160","s049",8,10,0.0794,0.5384,0.459,0.1242,0.3455,0.2213,0.0744,0.2909,0.2165,0.1063,0.4554,0.3491,0.0989,0.6433,0.5444,0.1193,0.3108,0.1915,0.0905,0.2451,0.1546,0.1316,0.2791,0.1475,0.0797,0.3532,0.2735,0.0958,0.8847,0.7889,0.086
"17161","s049",8,11,0.0855,0.5614,0.4759,0.11,0.2,0.09,0.0673,0.2074,0.1401,0.1082,0.2712,0.163,0.1087,0.6354,0.5267,0.1211,0.2047,0.0836,0.0828,0.214,0.1312,0.1256,0.2214,0.0958,0.0765,0.4251,0.3486,0.081,0.5885,0.5075,0.0781
